pickup_location,drop_location,pickup_date,pickup_time,pickup_hour,time_of_day,weekday,is_weekend,season,passenger_count,trip_distance_km,traffic_level,actual_eta_minutes,average_speed,surge_multiplier
East Harlem,Midtown,28-04-2016,08:57,8,Morning,Thursday,0,Spring,1,1.36,High,6.3,13.0,1.8
South Slope,Bedford-Stuyvesant,06-02-2016,13:37,13,Afternoon,Saturday,1,Winter,4,3.83,Low,23.3,9.9,1.0
Park Slope,Williamsburg,21-05-2016,00:51,0,Night,Saturday,1,Spring,1,4.88,Low,10.8,27.1,1.0
Kensington,Kensington,14-03-2016,20:11,20,Evening,Monday,0,Spring,1,2.09,Medium,13.2,9.5,1.3
Prince's Bay,Tottenville,08-02-2016,21:57,21,Evening,Monday,0,Winter,1,25.95,Low,37.5,41.5,1.0
Upper West Side,West Village,06-06-2016,17:57,17,Afternoon,Monday,0,Summer,1,2.43,High,12.8,11.4,1.8
Bedford-Stuyvesant,Harlem,06-03-2016,11:49,11,Morning,Sunday,1,Spring,1,1.87,Low,7.0,16.0,1.0
Fort Greene,Upper West Side,11-05-2016,16:06,16,Afternoon,Wednesday,0,Spring,1,1.78,Medium,16.5,6.5,1.3
Concord,Sheepshead Bay,11-04-2016,19:27,19,Evening,Monday,0,Spring,1,1.92,High,7.9,14.6,1.8
Hell's Kitchen,East Harlem,11-01-2016,00:56,0,Night,Monday,0,Winter,1,1.86,Low,5.6,19.9,1.0
Murray Hill,Harlem,23-03-2016,21:04,21,Evening,Wednesday,0,Spring,1,7.48,Low,21.2,21.2,1.0
Upper West Side,Upper West Side,12-04-2016,18:48,18,Evening,Tuesday,0,Spring,5,8.08,High,30.3,16.0,1.8
Bedford-Stuyvesant,Upper West Side,05-04-2016,10:23,10,Morning,Tuesday,0,Spring,1,2.13,Medium,8.4,15.2,1.3
Upper West Side,Chinatown,22-05-2016,11:28,11,Morning,Sunday,1,Spring,1,2.28,Low,9.7,14.1,1.0
Midtown,Upper West Side,08-06-2016,21:12,21,Evening,Wednesday,0,Summer,1,2.13,Low,7.4,17.3,1.0
South Slope,East Harlem,25-06-2016,01:52,1,Night,Saturday,1,Summer,1,1.33,Low,5.2,15.3,1.0
Bedford-Stuyvesant,Midtown,13-05-2016,05:39,5,Night,Friday,0,Spring,5,19.63,Low,31.7,37.2,1.0
Midtown,Fort Greene,10-04-2016,20:18,20,Evening,Sunday,1,Spring,1,3.03,Medium,10.6,17.2,1.3
Upper West Side,Harlem,02-03-2016,19:47,19,Evening,Wednesday,0,Spring,1,0.92,High,5.4,10.2,1.8
Upper West Side,East Harlem,14-05-2016,15:25,15,Afternoon,Saturday,1,Spring,1,0.72,Low,5.0,8.6,1.0
Bedford-Stuyvesant,Upper West Side,03-05-2016,16:42,16,Afternoon,Tuesday,0,Spring,2,2.19,Medium,17.5,7.5,1.3
Murray Hill,Hell's Kitchen,13-02-2016,13:39,13,Afternoon,Saturday,1,Winter,2,4.52,Low,15.8,17.2,1.0
East Harlem,Crown Heights,30-06-2016,09:01,9,Morning,Thursday,0,Summer,2,1.53,High,4.4,20.9,1.8
Hell's Kitchen,Midtown,19-01-2016,05:56,5,Night,Tuesday,0,Winter,1,2.17,Low,8.8,14.8,1.0
East Harlem,Hell's Kitchen,08-03-2016,18:48,18,Evening,Tuesday,0,Spring,1,0.6,High,2.4,15.0,1.8
Gravesend,Sheepshead Bay,16-01-2016,08:25,8,Morning,Saturday,1,Winter,4,3.6,High,5.8,37.2,1.8
Upper West Side,Bedford-Stuyvesant,24-03-2016,10:48,10,Morning,Thursday,0,Spring,5,6.86,Medium,22.6,18.2,1.3
Upper West Side,Murray Hill,30-03-2016,13:48,13,Afternoon,Wednesday,0,Spring,1,0.81,Low,2.8,17.4,1.0
Fort Greene,East Harlem,20-02-2016,19:13,19,Evening,Saturday,1,Winter,1,4.02,High,17.4,13.9,1.8
Kensington,Harlem,16-05-2016,16:01,16,Afternoon,Monday,0,Spring,1,0.4,Medium,2.0,12.0,1.3
Clinton Hill,East Harlem,05-02-2016,14:00,14,Afternoon,Friday,0,Winter,1,3.44,Low,6.8,30.4,1.0
West Village,Upper West Side,01-02-2016,04:19,4,Night,Monday,0,Winter,1,8.34,Low,21.5,23.3,1.0
East Harlem,Fort Greene,01-04-2016,20:26,20,Evening,Friday,0,Spring,1,3.85,Medium,12.1,19.1,1.3
Tottenville,Huguenot,10-06-2016,18:45,18,Evening,Friday,0,Summer,1,24.24,High,48.5,30.0,1.8
Bay Ridge,Dyker Heights,22-06-2016,23:53,23,Evening,Wednesday,0,Summer,1,1.08,Low,12.6,5.1,1.0
Fort Greene,Crown Heights,07-03-2016,23:23,23,Evening,Monday,0,Spring,2,1.33,Low,4.5,17.7,1.0
Arden Heights,Sheepshead Bay,03-06-2016,15:10,15,Afternoon,Friday,0,Summer,3,11.42,Low,85.9,8.0,1.0
Upper West Side,Bedford-Stuyvesant,02-01-2016,12:41,12,Afternoon,Saturday,1,Winter,1,0.73,Low,3.6,12.2,1.0
Murray Hill,Flatbush,23-01-2016,01:16,1,Night,Saturday,1,Winter,1,3.8,Low,16.3,14.0,1.0
Williamsburg,East Harlem,24-01-2016,22:14,22,Evening,Sunday,1,Winter,2,1.28,Low,5.7,13.5,1.0
Bedford-Stuyvesant,Bedford-Stuyvesant,27-04-2016,22:05,22,Evening,Wednesday,0,Spring,1,2.2,Low,5.3,24.9,1.0
East Harlem,Bedford-Stuyvesant,08-04-2016,08:29,8,Morning,Friday,0,Spring,1,1.8,High,8.3,13.0,1.8
Upper West Side,Fort Greene,14-06-2016,21:51,21,Evening,Tuesday,0,Summer,1,2.41,Low,5.8,24.9,1.0
Upper West Side,Upper West Side,29-03-2016,07:39,7,Morning,Tuesday,0,Spring,2,1.67,Medium,9.6,10.4,1.3
Fort Greene,Chinatown,08-01-2016,06:23,6,Morning,Friday,0,Winter,1,1.29,Low,5.1,15.2,1.0
Park Slope,Harlem,11-03-2016,20:27,20,Evening,Friday,0,Spring,1,8.53,Medium,19.0,26.9,1.3
Clinton Hill,Hell's Kitchen,15-03-2016,14:55,14,Afternoon,Tuesday,0,Spring,1,3.31,Low,13.9,14.3,1.0
Bedford-Stuyvesant,Hell's Kitchen,03-05-2016,20:00,20,Evening,Tuesday,0,Spring,2,0.74,Medium,2.2,20.2,1.3
Great Kills,Tottenville,10-02-2016,18:24,18,Evening,Wednesday,0,Winter,2,26.54,High,48.6,32.8,1.8
Oakwood,Rockaway Beach,30-05-2016,12:13,12,Afternoon,Monday,0,Spring,2,10.72,Low,18.1,35.5,1.0
Sheepshead Bay,Concord,10-02-2016,00:02,0,Night,Wednesday,0,Winter,1,3.32,Low,6.0,33.2,1.0
Upper West Side,Harlem,11-03-2016,18:40,18,Evening,Friday,0,Spring,1,2.91,High,11.2,15.6,1.8
Upper West Side,Upper West Side,24-02-2016,08:27,8,Morning,Wednesday,0,Winter,1,2.68,High,19.1,8.4,1.8
Midwood,Bull's Head,06-06-2016,20:13,20,Evening,Monday,0,Summer,1,3.27,Medium,8.5,23.1,1.3
Midwood,Concord,14-02-2016,15:45,15,Afternoon,Sunday,1,Winter,2,2.31,Low,11.8,11.7,1.0
Hell's Kitchen,Crown Heights,02-05-2016,23:51,23,Evening,Monday,0,Spring,1,0.31,Low,3.5,5.3,1.0
Upper West Side,South Slope,10-03-2016,21:12,21,Evening,Thursday,0,Spring,1,1.56,Low,5.4,17.3,1.0
Bedford-Stuyvesant,Upper West Side,18-05-2016,16:56,16,Afternoon,Wednesday,0,Spring,1,0.87,Medium,9.2,5.7,1.3
East Harlem,Murray Hill,19-05-2016,07:20,7,Morning,Thursday,0,Spring,1,0.01,Medium,0.7,0.9,1.3
Crown Heights,East Harlem,17-03-2016,21:43,21,Evening,Thursday,0,Spring,1,3.1,Low,8.8,21.1,1.0
Upper West Side,East Harlem,22-03-2016,19:12,19,Evening,Tuesday,0,Spring,2,4.94,High,32.6,9.1,1.8
Midtown,East Harlem,20-05-2016,07:58,7,Morning,Friday,0,Spring,1,0.92,Medium,3.0,18.4,1.3
Gravesend,Arrochar,04-01-2016,12:31,12,Afternoon,Monday,0,Winter,2,5.93,Low,16.2,22.0,1.0
Harlem,Kensington,26-01-2016,07:16,7,Morning,Tuesday,0,Winter,1,1.37,Medium,8.7,9.4,1.3
Bedford-Stuyvesant,West Village,03-06-2016,18:28,18,Evening,Friday,0,Summer,6,1.29,High,7.6,10.2,1.8
Hell's Kitchen,East Harlem,03-06-2016,06:37,6,Morning,Friday,0,Summer,1,7.3,Low,16.1,27.2,1.0
Williamsburg,East Harlem,11-03-2016,14:45,14,Afternoon,Friday,0,Spring,1,4.54,Low,22.0,12.4,1.0
Harlem,Bedford-Stuyvesant,07-03-2016,17:09,17,Afternoon,Monday,0,Spring,1,1.55,High,5.8,16.0,1.8
East Harlem,East Harlem,22-01-2016,10:34,10,Morning,Friday,0,Winter,1,3.65,Medium,18.1,12.1,1.3
Williamsburg,Chinatown,04-04-2016,15:51,15,Afternoon,Monday,0,Spring,2,0.87,Low,2.6,20.1,1.0
Hell's Kitchen,South Slope,10-03-2016,09:46,9,Morning,Thursday,0,Spring,2,2.53,High,15.7,9.7,1.8
Stapleton,"Bay Terrace, Staten Island",25-05-2016,06:30,6,Morning,Wednesday,0,Spring,2,13.01,Low,18.6,42.0,1.0
Rockaway Beach,Bayswater,28-03-2016,16:49,16,Afternoon,Monday,0,Spring,1,2.18,Medium,11.0,11.9,1.3
Williamsburg,Harlem,28-04-2016,20:28,20,Evening,Thursday,0,Spring,1,0.72,Medium,5.9,7.3,1.3
Midtown,East Harlem,11-05-2016,16:02,16,Afternoon,Wednesday,0,Spring,1,3.18,Medium,14.0,13.6,1.3
Kensington,Harlem,26-04-2016,15:01,15,Afternoon,Tuesday,0,Spring,1,1.49,Low,5.0,17.9,1.0
Flatbush,Bedford-Stuyvesant,08-02-2016,17:45,17,Afternoon,Monday,0,Winter,1,4.56,High,17.5,15.6,1.8
Upper West Side,Bedford-Stuyvesant,24-01-2016,14:23,14,Afternoon,Sunday,1,Winter,1,1.83,Low,5.2,21.1,1.0
Murray Hill,Hell's Kitchen,04-03-2016,07:25,7,Morning,Friday,0,Spring,2,2.55,Medium,12.3,12.4,1.3
Bedford-Stuyvesant,Fort Greene,07-03-2016,02:57,2,Night,Monday,0,Spring,2,2.7,Low,7.0,23.1,1.0
Harlem,Harlem,15-02-2016,22:52,22,Evening,Monday,0,Winter,2,1.11,Low,5.8,11.5,1.0
Williamsburg,Harlem,25-06-2016,04:31,4,Night,Saturday,1,Summer,1,9.56,Low,17.7,32.4,1.0
Williamsburg,East Harlem,04-06-2016,21:21,21,Evening,Saturday,1,Summer,1,13.54,Low,41.2,19.7,1.0
Murray Hill,Harlem,04-05-2016,18:37,18,Evening,Wednesday,0,Spring,2,6.29,High,25.4,14.9,1.8
Clifton,Sheepshead Bay,12-04-2016,21:07,21,Evening,Tuesday,0,Spring,1,3.83,Low,10.7,21.5,1.0
Hell's Kitchen,South Slope,11-02-2016,18:57,18,Evening,Thursday,0,Winter,1,1.47,High,8.2,10.8,1.8
West Village,Bedford-Stuyvesant,13-03-2016,03:54,3,Night,Sunday,1,Spring,1,6.35,Low,16.8,22.7,1.0
Upper West Side,Kensington,16-02-2016,06:46,6,Morning,Tuesday,0,Winter,1,4.64,Low,11.7,23.8,1.0
East Harlem,West Village,14-05-2016,22:11,22,Evening,Saturday,1,Spring,1,6.64,Low,20.2,19.7,1.0
Upper West Side,West Village,17-05-2016,09:53,9,Morning,Tuesday,0,Spring,1,2.14,High,13.3,9.7,1.8
Tottenville,Prince's Bay,25-05-2016,19:15,19,Evening,Wednesday,0,Spring,1,25.9,High,46.4,33.5,1.8
East Harlem,Inwood,06-02-2016,15:11,15,Afternoon,Saturday,1,Winter,1,1.52,Low,8.6,10.6,1.0
East Harlem,East Harlem,22-01-2016,18:39,18,Evening,Friday,0,Winter,3,1.54,High,7.2,12.8,1.8
Flatlands,Bath Beach,10-06-2016,13:12,13,Afternoon,Friday,0,Summer,5,2.6,Low,33.4,4.7,1.0
Lower East Side,East Harlem,02-03-2016,21:51,21,Evening,Wednesday,0,Spring,1,3.49,Low,19.6,10.7,1.0
West Village,Harlem,11-04-2016,07:38,7,Morning,Monday,0,Spring,1,2.5,Medium,17.6,8.5,1.3
Bedford-Stuyvesant,Park Slope,09-01-2016,00:05,0,Night,Saturday,1,Winter,2,2.07,Low,10.7,11.6,1.0
Bedford-Stuyvesant,East Village,15-06-2016,19:44,19,Evening,Wednesday,0,Summer,6,2.51,High,12.8,11.8,1.8
Hell's Kitchen,East Harlem,16-01-2016,20:53,20,Evening,Saturday,1,Winter,3,1.28,Medium,5.1,15.1,1.3
Upper West Side,Fort Greene,02-01-2016,21:37,21,Evening,Saturday,1,Winter,1,0.95,Low,6.3,9.0,1.0
Bedford-Stuyvesant,East Harlem,25-03-2016,13:43,13,Afternoon,Friday,0,Spring,1,1.58,Low,6.0,15.8,1.0
Harlem,Bedford-Stuyvesant,29-04-2016,12:21,12,Afternoon,Friday,0,Spring,1,1.75,Low,11.4,9.2,1.0
Park Slope,Hell's Kitchen,07-04-2016,21:49,21,Evening,Thursday,0,Spring,1,2.26,Low,6.6,20.5,1.0
Bedford-Stuyvesant,South Slope,19-02-2016,22:42,22,Evening,Friday,0,Winter,1,2.34,Low,12.9,10.9,1.0
Crown Heights,Bedford-Stuyvesant,24-05-2016,08:43,8,Morning,Tuesday,0,Spring,1,2.48,High,11.8,12.6,1.8
Port Richmond,Midwood,28-04-2016,07:56,7,Morning,Thursday,0,Spring,1,1.75,Medium,11.0,9.5,1.3
Harlem,East Harlem,06-05-2016,23:45,23,Evening,Friday,0,Spring,1,4.57,Low,26.8,10.2,1.0
Harlem,Chelsea,16-03-2016,19:52,19,Evening,Wednesday,0,Spring,1,3.31,High,7.4,26.8,1.8
Bedford-Stuyvesant,East Harlem,21-04-2016,09:49,9,Morning,Thursday,0,Spring,1,1.5,High,4.4,20.5,1.8
Harlem,Bedford-Stuyvesant,06-01-2016,14:14,14,Afternoon,Wednesday,0,Winter,1,3.34,Low,11.1,18.1,1.0
East Harlem,Murray Hill,01-03-2016,17:40,17,Afternoon,Tuesday,0,Spring,1,2.48,High,16.4,9.1,1.8
Bensonhurst,Far Rockaway,05-05-2016,15:22,15,Afternoon,Thursday,0,Spring,1,7.61,Low,35.7,12.8,1.0
Harlem,West Village,24-05-2016,18:58,18,Evening,Tuesday,0,Spring,1,3.84,High,17.3,13.3,1.8
Midtown,Harlem,16-01-2016,17:07,17,Afternoon,Saturday,1,Winter,2,2.62,High,11.0,14.3,1.8
Upper West Side,Kensington,01-05-2016,12:33,12,Afternoon,Sunday,1,Spring,1,15.76,Low,36.1,26.2,1.0
Harlem,Harlem,05-03-2016,18:54,18,Evening,Saturday,1,Spring,1,1.28,High,9.7,7.9,1.8
Bedford-Stuyvesant,Bedford-Stuyvesant,23-04-2016,20:14,20,Evening,Saturday,1,Spring,2,2.2,Medium,19.2,6.9,1.3
Bedford-Stuyvesant,Harlem,24-05-2016,23:52,23,Evening,Tuesday,0,Spring,1,1.79,Low,4.9,21.9,1.0
West Village,Upper West Side,23-06-2016,00:11,0,Night,Thursday,0,Summer,2,2.66,Low,11.4,14.0,1.0
East Harlem,Harlem,07-02-2016,14:03,14,Afternoon,Sunday,1,Winter,1,0.57,Low,8.4,4.1,1.0
Inwood,Park Slope,07-04-2016,19:01,19,Evening,Thursday,0,Spring,1,3.85,High,7.7,30.0,1.8
Tottenville,Huguenot,24-04-2016,21:14,21,Evening,Sunday,1,Spring,1,25.21,Low,39.7,38.1,1.0
Harlem,Chinatown,20-03-2016,12:20,12,Afternoon,Sunday,1,Spring,2,3.2,Low,13.4,14.3,1.0
Williamsburg,South Slope,15-05-2016,18:48,18,Evening,Sunday,1,Spring,2,7.37,High,25.6,17.3,1.8
Tottenville,Huguenot,23-04-2016,13:43,13,Afternoon,Saturday,1,Spring,4,26.36,Low,63.8,24.8,1.0
Upper West Side,Harlem,30-04-2016,20:04,20,Evening,Saturday,1,Spring,1,9.91,Medium,20.9,28.4,1.3
Upper West Side,Harlem,25-05-2016,14:33,14,Afternoon,Wednesday,0,Spring,1,2.06,Low,11.8,10.5,1.0
Midtown,Harlem,09-06-2016,09:00,9,Morning,Thursday,0,Summer,1,1.94,High,7.3,15.9,1.8
Murray Hill,Bedford-Stuyvesant,07-01-2016,19:56,19,Evening,Thursday,0,Winter,1,1.61,High,14.3,6.8,1.8
Crown Heights,South Slope,14-05-2016,08:26,8,Morning,Saturday,1,Spring,1,1.77,High,7.0,15.2,1.8
Flatbush,Midwood,09-02-2016,11:57,11,Morning,Tuesday,0,Winter,6,0.8,Low,10.1,4.8,1.0
Bedford-Stuyvesant,Fort Greene,17-02-2016,06:54,6,Morning,Wednesday,0,Winter,1,1.26,Low,3.3,22.9,1.0
Harlem,Harlem,13-06-2016,08:01,8,Morning,Monday,0,Summer,1,3.01,High,10.4,17.4,1.8
Tottenville,Eltingville,19-05-2016,06:11,6,Morning,Thursday,0,Spring,1,24.34,Low,42.9,34.0,1.0
Bedford-Stuyvesant,Clinton Hill,19-02-2016,15:00,15,Afternoon,Friday,0,Winter,1,2.04,Low,10.3,11.9,1.0
Midwood,Gravesend,30-01-2016,14:43,14,Afternoon,Saturday,1,Winter,1,1.63,Low,8.3,11.8,1.0
Midtown,Crown Heights,05-02-2016,17:52,17,Afternoon,Friday,0,Winter,1,3.57,High,11.9,18.0,1.8
Upper West Side,Upper West Side,20-02-2016,14:21,14,Afternoon,Saturday,1,Winter,1,1.43,Low,9.2,9.3,1.0
Murray Hill,East Harlem,30-04-2016,19:23,19,Evening,Saturday,1,Spring,1,0.38,High,2.9,7.9,1.8
Bedford-Stuyvesant,Upper West Side,10-01-2016,19:32,19,Evening,Sunday,1,Winter,1,1.78,High,8.8,12.1,1.8
South Slope,Murray Hill,14-01-2016,19:46,19,Evening,Thursday,0,Winter,1,7.51,High,24.6,18.3,1.8
West Village,South Slope,22-06-2016,07:53,7,Morning,Wednesday,0,Summer,1,5.18,Medium,27.0,11.5,1.3
Upper West Side,Harlem,10-05-2016,20:39,20,Evening,Tuesday,0,Spring,1,4.51,Medium,26.4,10.2,1.3
East Harlem,West Village,14-04-2016,10:25,10,Morning,Thursday,0,Spring,1,2.32,Medium,14.2,9.8,1.3
Bedford-Stuyvesant,East Harlem,27-01-2016,15:13,15,Afternoon,Wednesday,0,Winter,2,1.34,Low,5.9,13.6,1.0
East Harlem,South Slope,24-06-2016,13:13,13,Afternoon,Friday,0,Summer,1,2.88,Low,12.7,13.6,1.0
South Slope,Bedford-Stuyvesant,27-01-2016,20:41,20,Evening,Wednesday,0,Winter,1,7.05,Medium,32.7,12.9,1.3
Dyker Heights,Bensonhurst,06-05-2016,01:08,1,Night,Friday,0,Spring,1,3.43,Low,9.9,20.8,1.0
South Slope,Harlem,21-01-2016,21:14,21,Evening,Thursday,0,Winter,2,1.38,Low,6.2,13.4,1.0
South Slope,Upper West Side,12-03-2016,15:02,15,Afternoon,Saturday,1,Spring,1,5.17,Low,22.7,13.7,1.0
South Slope,East Harlem,01-01-2016,18:04,18,Evening,Friday,0,Winter,5,0.81,High,5.2,9.3,1.8
Flatbush,Upper West Side,20-03-2016,03:24,3,Night,Sunday,1,Spring,1,7.74,Low,18.6,25.0,1.0
Tottenville,Arden Heights,17-06-2016,22:46,22,Evening,Friday,0,Summer,1,5.0,Low,12.9,23.3,1.0
Inwood,Upper West Side,30-01-2016,13:15,13,Afternoon,Saturday,1,Winter,2,5.23,Low,15.0,20.9,1.0
Upper West Side,Harlem,23-05-2016,20:15,20,Evening,Monday,0,Spring,3,1.85,Medium,8.0,13.9,1.3
Harlem,West Village,25-05-2016,15:05,15,Afternoon,Wednesday,0,Spring,1,1.49,Low,4.9,18.2,1.0
Tottenville,Huguenot,25-01-2016,11:07,11,Morning,Monday,0,Winter,1,20.37,Low,57.8,21.1,1.0
Fort Hamilton,Great Kills,07-01-2016,07:25,7,Morning,Thursday,0,Winter,2,13.23,Medium,37.5,21.2,1.3
Upper West Side,East Village,02-01-2016,11:20,11,Morning,Saturday,1,Winter,6,1.85,Low,4.6,24.1,1.0
Harlem,Clinton Hill,06-06-2016,09:40,9,Morning,Monday,0,Summer,1,3.07,High,15.9,11.6,1.8
Concord,Flatbush,26-03-2016,18:04,18,Evening,Saturday,1,Spring,1,5.79,High,20.5,16.9,1.8
East Harlem,Murray Hill,22-06-2016,14:21,14,Afternoon,Wednesday,0,Summer,1,1.76,Low,4.8,22.0,1.0
Sheepshead Bay,Rosebank,22-02-2016,05:36,5,Night,Monday,0,Winter,1,0.68,Low,1.9,21.5,1.0
Midtown,Midtown,06-03-2016,16:40,16,Afternoon,Sunday,1,Spring,1,2.11,Medium,5.2,24.3,1.3
Bedford-Stuyvesant,Hell's Kitchen,05-04-2016,20:52,20,Evening,Tuesday,0,Spring,1,6.08,Medium,16.1,22.7,1.3
Bedford-Stuyvesant,Fort Greene,23-03-2016,19:59,19,Evening,Wednesday,0,Spring,1,9.24,High,48.4,11.5,1.8
Harlem,Harlem,19-01-2016,09:33,9,Morning,Tuesday,0,Winter,2,1.19,High,4.3,16.6,1.8
Williamsburg,Upper West Side,05-02-2016,20:58,20,Evening,Friday,0,Winter,1,6.97,Medium,19.1,21.9,1.3
Upper West Side,Murray Hill,17-05-2016,18:07,18,Evening,Tuesday,0,Spring,1,3.07,High,26.5,7.0,1.8
Bedford-Stuyvesant,East Harlem,21-06-2016,22:32,22,Evening,Tuesday,0,Summer,1,3.16,Low,14.6,13.0,1.0
Upper West Side,Midtown,13-06-2016,22:11,22,Evening,Monday,0,Summer,2,1.43,Low,7.8,11.0,1.0
East Harlem,Harlem,06-06-2016,14:46,14,Afternoon,Monday,0,Summer,1,3.62,Low,20.1,10.8,1.0
Murray Hill,Midtown,14-06-2016,01:29,1,Night,Tuesday,0,Summer,3,1.5,Low,5.2,17.3,1.0
Woodrow,Prince's Bay,08-02-2016,16:49,16,Afternoon,Monday,0,Winter,2,24.86,Medium,55.6,26.8,1.3
Clifton,Gravesend,17-05-2016,17:54,17,Afternoon,Tuesday,0,Spring,1,1.06,High,10.3,6.2,1.8
Clinton Hill,Park Slope,27-06-2016,23:12,23,Evening,Monday,0,Summer,1,1.41,Low,13.4,6.3,1.0
Sheepshead Bay,Far Rockaway,05-04-2016,08:51,8,Morning,Tuesday,0,Spring,2,1.59,High,5.6,17.0,1.8
Bedford-Stuyvesant,Upper West Side,02-06-2016,00:28,0,Night,Thursday,0,Summer,3,2.84,Low,7.0,24.3,1.0
West Village,Williamsburg,18-01-2016,19:11,19,Evening,Monday,0,Winter,2,3.31,High,8.0,24.8,1.8
Williamsburg,South Slope,14-05-2016,14:49,14,Afternoon,Saturday,1,Spring,1,4.41,Low,20.3,13.0,1.0
Harlem,East Harlem,11-05-2016,01:20,1,Night,Wednesday,0,Spring,1,0.93,Low,4.8,11.6,1.0
West Village,Williamsburg,20-03-2016,03:37,3,Night,Sunday,1,Spring,1,7.48,Low,21.6,20.8,1.0
Chinatown,Harlem,13-04-2016,23:48,23,Evening,Wednesday,0,Spring,2,0.8,Low,6.4,7.5,1.0
South Slope,Upper West Side,13-02-2016,20:51,20,Evening,Saturday,1,Winter,1,0.68,Medium,2.2,18.5,1.3
Williamsburg,South Slope,20-02-2016,17:20,17,Afternoon,Saturday,1,Winter,1,2.11,High,12.8,9.9,1.8
Harlem,East Village,04-06-2016,00:20,0,Night,Saturday,1,Summer,2,3.69,Low,21.9,10.1,1.0
Harlem,Kensington,20-05-2016,12:12,12,Afternoon,Friday,0,Spring,5,0.81,Low,7.7,6.3,1.0
Gravesend,Arverne,25-06-2016,16:17,16,Afternoon,Saturday,1,Summer,1,0.97,Medium,2.3,25.3,1.3
Upper West Side,Inwood,07-02-2016,03:52,3,Night,Sunday,1,Winter,1,1.71,Low,5.6,18.3,1.0
Fort Greene,Inwood,01-02-2016,22:16,22,Evening,Monday,0,Winter,2,1.8,Low,5.2,20.8,1.0
Inwood,East Harlem,10-03-2016,03:49,3,Night,Thursday,0,Spring,6,5.59,Low,16.1,20.8,1.0
East Harlem,Midtown,19-04-2016,11:50,11,Morning,Tuesday,0,Spring,5,3.17,Low,20.6,9.2,1.0
South Slope,Fort Greene,24-03-2016,21:44,21,Evening,Thursday,0,Spring,1,2.69,Low,19.3,8.4,1.0
Bedford-Stuyvesant,Upper West Side,27-01-2016,01:13,1,Night,Wednesday,0,Winter,1,2.23,Low,11.9,11.2,1.0
Harlem,Upper West Side,10-04-2016,11:47,11,Morning,Sunday,1,Spring,1,1.6,Low,6.1,15.7,1.0
Harlem,Harlem,22-03-2016,20:48,20,Evening,Tuesday,0,Spring,1,2.84,Medium,6.4,26.6,1.3
Upper West Side,Lower East Side,19-05-2016,22:14,22,Evening,Thursday,0,Spring,5,2.99,Low,12.9,13.9,1.0
East Harlem,Harlem,12-05-2016,12:15,12,Afternoon,Thursday,0,Spring,1,1.23,Low,12.7,5.8,1.0
Harlem,Kensington,08-03-2016,22:42,22,Evening,Tuesday,0,Spring,1,11.22,Low,21.1,31.9,1.0
Harlem,Clinton Hill,23-05-2016,19:46,19,Evening,Monday,0,Spring,2,1.62,High,8.6,11.3,1.8
Fort Greene,Upper West Side,18-03-2016,18:11,18,Evening,Friday,0,Spring,3,1.24,High,6.4,11.6,1.8
Woodrow,Tottenville,14-05-2016,11:36,11,Morning,Saturday,1,Spring,2,11.17,Low,15.0,44.7,1.0
Fort Greene,Upper West Side,12-01-2016,23:40,23,Evening,Tuesday,0,Winter,1,2.02,Low,4.2,28.9,1.0
Hell's Kitchen,Hell's Kitchen,30-03-2016,11:10,11,Morning,Wednesday,0,Spring,2,0.71,Low,3.0,14.2,1.0
Inwood,East Harlem,08-05-2016,02:43,2,Night,Sunday,1,Spring,1,2.37,Low,9.6,14.8,1.0
Hell's Kitchen,Harlem,03-04-2016,10:57,10,Morning,Sunday,1,Spring,2,1.15,Medium,3.8,18.2,1.3
Harlem,Fort Greene,10-04-2016,03:48,3,Night,Sunday,1,Spring,1,2.08,Low,6.4,19.5,1.0
Great Kills,Tottenville,22-03-2016,14:10,14,Afternoon,Tuesday,0,Spring,1,20.82,Low,50.6,24.7,1.0
East Harlem,East Harlem,10-02-2016,13:46,13,Afternoon,Wednesday,0,Winter,1,0.95,Low,11.8,4.8,1.0
Tottenville,Rossville,23-04-2016,21:45,21,Evening,Saturday,1,Spring,5,25.18,Low,39.5,38.2,1.0
East Harlem,Lower East Side,11-02-2016,13:55,13,Afternoon,Thursday,0,Winter,3,1.64,Low,9.4,10.5,1.0
Murray Hill,Inwood,24-03-2016,16:05,16,Afternoon,Thursday,0,Spring,1,2.93,Medium,12.6,14.0,1.3
Kensington,East Harlem,13-01-2016,08:57,8,Morning,Wednesday,0,Winter,1,0.59,High,2.4,14.7,1.8
Harlem,Hell's Kitchen,16-05-2016,13:02,13,Afternoon,Monday,0,Spring,1,2.23,Low,7.9,16.9,1.0
Tompkinsville,Bull's Head,23-02-2016,14:03,14,Afternoon,Tuesday,0,Winter,5,1.86,Low,10.6,10.5,1.0
Harlem,South Slope,08-04-2016,22:38,22,Evening,Friday,0,Spring,1,1.66,Low,9.5,10.5,1.0
Clinton Hill,Upper West Side,16-01-2016,13:52,13,Afternoon,Saturday,1,Winter,1,2.0,Low,4.2,28.6,1.0
East Harlem,Fort Greene,30-04-2016,09:21,9,Morning,Saturday,1,Spring,2,3.21,High,6.0,32.1,1.8
Midtown,East Harlem,22-05-2016,12:46,12,Afternoon,Sunday,1,Spring,1,2.26,Low,9.6,14.1,1.0
Harlem,Upper West Side,12-02-2016,22:30,22,Evening,Friday,0,Winter,1,0.57,Low,6.7,5.1,1.0
