pickup_location,drop_location,pickup_hour,weekday,is_weekend,season,trip_distance_km,traffic_level,passenger_count,surge_multiplier
Bedford-Stuyvesant,Clinton Hill,15,Friday,0,Winter,2.04,Low,1,1.0
Midwood,Gravesend,14,Saturday,1,Winter,1.63,Low,1,1.0
Midtown,Crown Heights,17,Friday,0,Winter,3.57,High,1,1.8
Upper West Side,Upper West Side,14,Saturday,1,Winter,1.43,Low,1,1.0
Murray Hill,East Harlem,19,Saturday,1,Spring,0.38,High,1,1.8
Bedford-Stuyvesant,Upper West Side,19,Sunday,1,Winter,1.78,High,1,1.8
South Slope,Murray Hill,19,Thursday,0,Winter,7.51,High,1,1.8
West Village,South Slope,7,Wednesday,0,Summer,5.18,Medium,1,1.3
Upper West Side,Harlem,20,Tuesday,0,Spring,4.51,Medium,1,1.3
East Harlem,West Village,10,Thursday,0,Spring,2.32,Medium,1,1.3
Bedford-Stuyvesant,East Harlem,15,Wednesday,0,Winter,1.34,Low,2,1.0
East Harlem,South Slope,13,Friday,0,Summer,2.88,Low,1,1.0
South Slope,Bedford-Stuyvesant,20,Wednesday,0,Winter,7.05,Medium,1,1.3
Dyker Heights,Bensonhurst,1,Friday,0,Spring,3.43,Low,1,1.0
South Slope,Harlem,21,Thursday,0,Winter,1.38,Low,2,1.0
South Slope,Upper West Side,15,Saturday,1,Spring,5.17,Low,1,1.0
South Slope,East Harlem,18,Friday,0,Winter,0.81,High,5,1.8
Flatbush,Upper West Side,3,Sunday,1,Spring,7.74,Low,1,1.0
Tottenville,Arden Heights,22,Friday,0,Summer,5.0,Low,1,1.0
Inwood,Upper West Side,13,Saturday,1,Winter,5.23,Low,2,1.0
Upper West Side,Harlem,20,Monday,0,Spring,1.85,Medium,3,1.3
Harlem,West Village,15,Wednesday,0,Spring,1.49,Low,1,1.0
Tottenville,Huguenot,11,Monday,0,Winter,20.37,Low,1,1.0
Fort Hamilton,Great Kills,7,Thursday,0,Winter,13.23,Medium,2,1.3
Upper West Side,East Village,11,Saturday,1,Winter,1.85,Low,6,1.0
Harlem,Clinton Hill,9,Monday,0,Summer,3.07,High,1,1.8
Concord,Flatbush,18,Saturday,1,Spring,5.79,High,1,1.8
East Harlem,Murray Hill,14,Wednesday,0,Summer,1.76,Low,1,1.0
Sheepshead Bay,Rosebank,5,Monday,0,Winter,0.68,Low,1,1.0
Midtown,Midtown,16,Sunday,1,Spring,2.11,Medium,1,1.3
Bedford-Stuyvesant,Hell's Kitchen,20,Tuesday,0,Spring,6.08,Medium,1,1.3
Bedford-Stuyvesant,Fort Greene,19,Wednesday,0,Spring,9.24,High,1,1.8
Harlem,Harlem,9,Tuesday,0,Winter,1.19,High,2,1.8
Williamsburg,Upper West Side,20,Friday,0,Winter,6.97,Medium,1,1.3
Upper West Side,Murray Hill,18,Tuesday,0,Spring,3.07,High,1,1.8
Bedford-Stuyvesant,East Harlem,22,Tuesday,0,Summer,3.16,Low,1,1.0
Upper West Side,Midtown,22,Monday,0,Summer,1.43,Low,2,1.0
East Harlem,Harlem,14,Monday,0,Summer,3.62,Low,1,1.0
Murray Hill,Midtown,1,Tuesday,0,Summer,1.5,Low,3,1.0
Woodrow,Prince's Bay,16,Monday,0,Winter,24.86,Medium,2,1.3
Clifton,Gravesend,17,Tuesday,0,Spring,1.06,High,1,1.8
Clinton Hill,Park Slope,23,Monday,0,Summer,1.41,Low,1,1.0
Sheepshead Bay,Far Rockaway,8,Tuesday,0,Spring,1.59,High,2,1.8
Bedford-Stuyvesant,Upper West Side,0,Thursday,0,Summer,2.84,Low,3,1.0
West Village,Williamsburg,19,Monday,0,Winter,3.31,High,2,1.8
Williamsburg,South Slope,14,Saturday,1,Spring,4.41,Low,1,1.0
Harlem,East Harlem,1,Wednesday,0,Spring,0.93,Low,1,1.0
West Village,Williamsburg,3,Sunday,1,Spring,7.48,Low,1,1.0
Chinatown,Harlem,23,Wednesday,0,Spring,0.8,Low,2,1.0
South Slope,Upper West Side,20,Saturday,1,Winter,0.68,Medium,1,1.3
Williamsburg,South Slope,17,Saturday,1,Winter,2.11,High,1,1.8
Harlem,East Village,0,Saturday,1,Summer,3.69,Low,2,1.0
Harlem,Kensington,12,Friday,0,Spring,0.81,Low,5,1.0
Gravesend,Arverne,16,Saturday,1,Summer,0.97,Medium,1,1.3
Upper West Side,Inwood,3,Sunday,1,Winter,1.71,Low,1,1.0
Fort Greene,Inwood,22,Monday,0,Winter,1.8,Low,2,1.0
Inwood,East Harlem,3,Thursday,0,Spring,5.59,Low,6,1.0
East Harlem,Midtown,11,Tuesday,0,Spring,3.17,Low,5,1.0
South Slope,Fort Greene,21,Thursday,0,Spring,2.69,Low,1,1.0
Bedford-Stuyvesant,Upper West Side,1,Wednesday,0,Winter,2.23,Low,1,1.0
Harlem,Upper West Side,11,Sunday,1,Spring,1.6,Low,1,1.0
Harlem,Harlem,20,Tuesday,0,Spring,2.84,Medium,1,1.3
Upper West Side,Lower East Side,22,Thursday,0,Spring,2.99,Low,5,1.0
East Harlem,Harlem,12,Thursday,0,Spring,1.23,Low,1,1.0
Harlem,Kensington,22,Tuesday,0,Spring,11.22,Low,1,1.0
Harlem,Clinton Hill,19,Monday,0,Spring,1.62,High,2,1.8
Fort Greene,Upper West Side,18,Friday,0,Spring,1.24,High,3,1.8
Woodrow,Tottenville,11,Saturday,1,Spring,11.17,Low,2,1.0
Fort Greene,Upper West Side,23,Tuesday,0,Winter,2.02,Low,1,1.0
Hell's Kitchen,Hell's Kitchen,11,Wednesday,0,Spring,0.71,Low,2,1.0
Inwood,East Harlem,2,Sunday,1,Spring,2.37,Low,1,1.0
Hell's Kitchen,Harlem,10,Sunday,1,Spring,1.15,Medium,2,1.3
Harlem,Fort Greene,3,Sunday,1,Spring,2.08,Low,1,1.0
Great Kills,Tottenville,14,Tuesday,0,Spring,20.82,Low,1,1.0
East Harlem,East Harlem,13,Wednesday,0,Winter,0.95,Low,1,1.0
Tottenville,Rossville,21,Saturday,1,Spring,25.18,Low,5,1.0
West Village,West Village,6,Saturday,1,Spring,0.0,Low,1,1.0
East Harlem,Lower East Side,13,Thursday,0,Winter,1.64,Low,3,1.0
Murray Hill,Inwood,16,Thursday,0,Spring,2.93,Medium,1,1.3
Kensington,East Harlem,8,Wednesday,0,Winter,0.59,High,1,1.8
Harlem,Hell's Kitchen,13,Monday,0,Spring,2.23,Low,1,1.0
Tompkinsville,Bull's Head,14,Tuesday,0,Winter,1.86,Low,5,1.0
Harlem,South Slope,22,Friday,0,Spring,1.66,Low,1,1.0
Clinton Hill,Upper West Side,13,Saturday,1,Winter,2.0,Low,1,1.0
East Harlem,Fort Greene,9,Saturday,1,Spring,3.21,High,2,1.8
Midtown,East Harlem,12,Sunday,1,Spring,2.26,Low,1,1.0
Harlem,Upper West Side,22,Friday,0,Winter,0.57,Low,1,1.0
Clinton Hill,East Harlem,19,Friday,0,Spring,2.32,High,3,1.8
Upper West Side,Clinton Hill,22,Friday,0,Winter,5.87,Low,3,1.0
Upper West Side,Fort Greene,15,Thursday,0,Winter,1.53,Low,1,1.0
Chelsea,West Village,14,Friday,0,Summer,1.73,Low,2,1.0
Arverne,Edgemere,19,Friday,0,Spring,2.07,High,1,1.8
Williamsburg,Murray Hill,9,Wednesday,0,Spring,1.16,High,1,1.8
Park Slope,Clinton Hill,0,Sunday,1,Winter,2.28,Low,1,1.0
Upper West Side,Bedford-Stuyvesant,21,Tuesday,0,Spring,2.42,Low,1,1.0
Clinton Hill,Bedford-Stuyvesant,0,Wednesday,0,Spring,6.05,Low,6,1.0
Midtown,Bedford-Stuyvesant,0,Sunday,1,Spring,4.09,Low,1,1.0
Tottenville,Woodrow,22,Monday,0,Winter,15.15,Low,1,1.0
"Bay Terrace, Staten Island",Arverne,8,Sunday,1,Spring,9.58,High,2,1.8
South Slope,Harlem,22,Saturday,1,Spring,2.44,Low,1,1.0
Flatlands,Fort Hamilton,15,Saturday,1,Winter,1.9,Low,1,1.0
Great Kills,Canarsie,10,Monday,0,Spring,14.45,Medium,1,1.3
Harlem,West Village,18,Saturday,1,Winter,3.7,High,6,1.8
Crown Heights,West Village,14,Sunday,1,Spring,4.46,Low,1,1.0
Upper West Side,Park Slope,17,Wednesday,0,Spring,1.98,High,1,1.8
East Harlem,Bedford-Stuyvesant,21,Wednesday,0,Winter,1.32,Low,1,1.0
Sheepshead Bay,Fort Hamilton,18,Wednesday,0,Summer,1.41,High,1,1.8
Tottenville,Great Kills,5,Saturday,1,Spring,23.93,Low,2,1.0
Bedford-Stuyvesant,East Harlem,13,Thursday,0,Winter,2.74,Low,1,1.0
East Harlem,Harlem,14,Saturday,1,Spring,1.82,Low,1,1.0
Williamsburg,Chelsea,10,Thursday,0,Summer,1.84,Medium,1,1.3
Murray Hill,South Slope,22,Wednesday,0,Winter,5.31,Low,6,1.0
West Village,East Harlem,16,Thursday,0,Spring,0.23,Medium,1,1.3
Far Rockaway,Midwood,18,Saturday,1,Summer,0.63,High,1,1.8
Harlem,East Village,23,Tuesday,0,Spring,3.69,Low,1,1.0
Greenpoint,Harlem,18,Friday,0,Spring,1.32,High,2,1.8
South Slope,Upper West Side,9,Wednesday,0,Winter,0.53,High,4,1.8
Murray Hill,Upper West Side,12,Tuesday,0,Spring,3.34,Low,2,1.0
Upper West Side,Park Slope,23,Thursday,0,Winter,3.68,Low,6,1.0
East Harlem,Harlem,16,Wednesday,0,Spring,1.68,Medium,2,1.3
Kensington,Midtown,17,Sunday,1,Spring,0.05,High,6,1.8
Midtown,Bedford-Stuyvesant,11,Tuesday,0,Winter,1.3,Low,1,1.0
East Harlem,South Slope,20,Thursday,0,Spring,1.13,Medium,2,1.3
East Village,Park Slope,19,Saturday,1,Spring,1.49,High,3,1.8
East Harlem,Kensington,7,Thursday,0,Spring,1.17,Medium,1,1.3
Tottenville,Tottenville,4,Sunday,1,Summer,28.47,Low,1,1.0
Upper West Side,Crown Heights,2,Sunday,1,Spring,8.55,Low,2,1.0
Upper West Side,Upper West Side,5,Saturday,1,Spring,7.55,Low,1,1.0
Upper West Side,Long Island City,6,Friday,0,Spring,2.52,Low,1,1.0
Tottenville,Great Kills,15,Friday,0,Spring,22.83,Low,1,1.0
Bedford-Stuyvesant,Park Slope,17,Monday,0,Spring,0.84,High,1,1.8
Upper West Side,Harlem,7,Wednesday,0,Winter,4.96,Medium,1,1.3
Park Slope,South Slope,20,Tuesday,0,Winter,1.95,Medium,1,1.3
East Harlem,Harlem,14,Wednesday,0,Summer,3.4,Low,4,1.0
Fort Greene,West Village,7,Tuesday,0,Spring,4.32,Medium,1,1.3
Harlem,East Harlem,18,Tuesday,0,Spring,8.35,High,1,1.8
Fort Hamilton,Sheepshead Bay,17,Sunday,1,Winter,2.31,High,1,1.8
Prince's Bay,Prince's Bay,16,Monday,0,Spring,23.34,Medium,1,1.3
East Harlem,West Village,18,Thursday,0,Spring,0.71,High,1,1.8
Crown Heights,Kensington,2,Saturday,1,Spring,10.41,Low,5,1.0
Chinatown,East Village,19,Wednesday,0,Winter,2.2,High,1,1.8
Midwood,Flatbush,15,Thursday,0,Spring,2.85,Low,1,1.0
East Harlem,East Harlem,13,Monday,0,Spring,1.52,Low,1,1.0
Clinton Hill,Harlem,11,Monday,0,Winter,1.84,Low,1,1.0
East Harlem,Upper West Side,15,Monday,0,Spring,2.38,Low,2,1.0
Bedford-Stuyvesant,Bedford-Stuyvesant,23,Sunday,1,Spring,2.81,Low,1,1.0
Bedford-Stuyvesant,East Harlem,0,Monday,0,Spring,1.33,Low,2,1.0
East Harlem,Bedford-Stuyvesant,10,Thursday,0,Winter,0.91,Medium,5,1.3
Harlem,South Slope,22,Thursday,0,Winter,2.61,Low,6,1.0
Bedford-Stuyvesant,Hell's Kitchen,11,Saturday,1,Spring,0.65,Low,5,1.0
Upper West Side,Bedford-Stuyvesant,4,Sunday,1,Winter,0.6,Low,1,1.0
Harlem,Williamsburg,11,Friday,0,Spring,2.06,Low,1,1.0
Bergen Beach,Midwood,6,Wednesday,0,Winter,0.81,Low,1,1.0
East Harlem,Harlem,11,Tuesday,0,Winter,1.6,Low,1,1.0
East Harlem,Harlem,13,Saturday,1,Spring,1.55,Low,3,1.0
Clinton Hill,Crown Heights,13,Wednesday,0,Spring,4.88,Low,1,1.0
Kensington,West Village,0,Saturday,1,Spring,8.67,Low,3,1.0
Williamsburg,Upper West Side,10,Wednesday,0,Spring,2.12,Medium,1,1.3
Midtown,East Harlem,11,Sunday,1,Spring,2.42,Low,2,1.0
Clinton Hill,Harlem,21,Thursday,0,Spring,4.76,Low,1,1.0
Harlem,Harlem,14,Saturday,1,Winter,0.02,Low,2,1.0
Greenpoint,Upper West Side,9,Wednesday,0,Winter,2.61,High,1,1.8
Harlem,Chinatown,12,Thursday,0,Summer,0.94,Low,1,1.0
Harlem,Chelsea,22,Thursday,0,Spring,2.06,Low,1,1.0
Fort Greene,Kensington,19,Monday,0,Winter,0.9,High,1,1.8
East Harlem,Bedford-Stuyvesant,10,Wednesday,0,Spring,1.29,Medium,1,1.3
St. George,Sheepshead Bay,10,Thursday,0,Spring,3.83,Medium,1,1.3
Williamsburg,East Harlem,22,Friday,0,Summer,3.49,Low,1,1.0
Harlem,Harlem,21,Monday,0,Spring,3.88,Low,2,1.0
Harlem,East Harlem,11,Friday,0,Spring,3.16,Low,1,1.0
Williamsburg,Upper West Side,5,Tuesday,0,Spring,7.67,Low,1,1.0
Upper West Side,East Village,1,Thursday,0,Summer,5.27,Low,1,1.0
East Harlem,East Harlem,5,Saturday,1,Winter,2.98,Low,6,1.0
Clinton Hill,Upper West Side,19,Sunday,1,Summer,3.25,High,1,1.8
Park Slope,South Slope,21,Thursday,0,Spring,5.05,Low,1,1.0
Bedford-Stuyvesant,Harlem,5,Friday,0,Summer,10.06,Low,1,1.0
Bedford-Stuyvesant,Murray Hill,15,Saturday,1,Winter,2.11,Low,5,1.0
Chelsea,Crown Heights,5,Wednesday,0,Winter,7.2,Low,1,1.0
Harlem,Fort Greene,15,Tuesday,0,Spring,2.49,Low,1,1.0
Harlem,East Harlem,21,Thursday,0,Summer,2.65,Low,1,1.0
West Village,Park Slope,23,Saturday,1,Summer,2.34,Low,2,1.0
Park Slope,South Slope,18,Friday,0,Winter,4.63,High,1,1.8
Kensington,Upper West Side,18,Sunday,1,Winter,3.84,High,2,1.8
Harlem,Bedford-Stuyvesant,19,Sunday,1,Spring,1.42,High,1,1.8
West Village,South Slope,12,Tuesday,0,Spring,1.55,Low,1,1.0
Greenpoint,East Harlem,10,Saturday,1,Spring,4.6,Medium,1,1.3
Bedford-Stuyvesant,West Village,7,Thursday,0,Spring,1.04,Medium,1,1.3
Bedford-Stuyvesant,Upper West Side,17,Tuesday,0,Winter,2.83,High,2,1.8
Bedford-Stuyvesant,Harlem,2,Sunday,1,Summer,7.23,Low,5,1.0
Tottenville,Eltingville,23,Sunday,1,Spring,21.52,Low,1,1.0
Murray Hill,Upper West Side,17,Tuesday,0,Spring,2.17,High,1,1.8
Eltingville,Tottenville,13,Sunday,1,Summer,24.03,Low,1,1.0
Harlem,Harlem,9,Tuesday,0,Winter,2.54,High,1,1.8
Upper West Side,Harlem,7,Friday,0,Summer,3.6,Medium,1,1.3
Upper West Side,South Slope,9,Thursday,0,Summer,0.54,High,2,1.8
Kensington,Bedford-Stuyvesant,21,Thursday,0,Spring,8.5,Low,1,1.0
East Harlem,Upper West Side,12,Monday,0,Summer,2.47,Low,3,1.0
Fort Greene,Fort Greene,16,Saturday,1,Spring,2.62,Medium,5,1.3
West Village,Bedford-Stuyvesant,10,Thursday,0,Winter,1.63,Medium,2,1.3
Upper West Side,Clinton Hill,16,Friday,0,Winter,1.03,Medium,1,1.3
East Harlem,West Village,8,Monday,0,Winter,0.73,High,1,1.8
Clinton Hill,Harlem,17,Friday,0,Summer,4.98,High,2,1.8
Arrochar,Sheepshead Bay,17,Thursday,0,Spring,1.0,High,1,1.8
Upper West Side,Williamsburg,22,Saturday,1,Spring,4.03,Low,2,1.0
Harlem,Kensington,8,Thursday,0,Summer,4.78,High,1,1.8
Hell's Kitchen,Upper West Side,19,Saturday,1,Spring,2.47,High,1,1.8
Clinton Hill,Midtown,0,Tuesday,0,Winter,2.51,Low,1,1.0
Fort Greene,Clinton Hill,11,Tuesday,0,Winter,1.05,Low,1,1.0
Fort Greene,Bedford-Stuyvesant,7,Friday,0,Spring,1.53,Medium,1,1.3
Great Kills,Great Kills,9,Sunday,1,Winter,1.64,High,1,1.8
Far Rockaway,Emerson Hill,20,Tuesday,0,Spring,5.5,Medium,2,1.3
Bedford-Stuyvesant,Bedford-Stuyvesant,22,Thursday,0,Spring,1.49,Low,1,1.0
Harlem,Upper West Side,21,Wednesday,0,Winter,2.1,Low,1,1.0
Bedford-Stuyvesant,Bedford-Stuyvesant,2,Saturday,1,Spring,4.48,Low,1,1.0
South Slope,West Village,16,Friday,0,Spring,3.17,Medium,1,1.3
Crown Heights,Murray Hill,21,Saturday,1,Winter,1.38,Low,6,1.0
Gravesend,Midwood,6,Tuesday,0,Summer,3.05,Low,1,1.0
Murray Hill,Harlem,19,Monday,0,Spring,2.27,High,1,1.8
Harlem,East Harlem,9,Tuesday,0,Spring,8.71,High,1,1.8
Harlem,Clinton Hill,10,Friday,0,Spring,1.95,Medium,1,1.3
"Bay Terrace, Staten Island",Bensonhurst,9,Friday,0,Spring,12.7,High,1,1.8
Chinatown,Harlem,10,Friday,0,Spring,3.3,Medium,1,1.3
Clinton Hill,Bedford-Stuyvesant,14,Monday,0,Spring,1.24,Low,1,1.0
Great Kills,Far Rockaway,15,Monday,0,Winter,18.03,Low,1,1.0
Harlem,West Village,21,Tuesday,0,Spring,1.23,Low,1,1.0
Upper West Side,Upper West Side,8,Tuesday,0,Spring,0.78,High,1,1.8
East Harlem,Kensington,23,Tuesday,0,Spring,2.86,Low,1,1.0
East Harlem,Fort Greene,22,Friday,0,Spring,2.86,Low,3,1.0
East Harlem,Greenpoint,15,Sunday,1,Spring,2.34,Low,1,1.0
Harlem,Kensington,11,Friday,0,Spring,13.57,Low,1,1.0
East Harlem,Harlem,14,Wednesday,0,Summer,1.56,Low,1,1.0
Inwood,Harlem,4,Monday,0,Spring,5.5,Low,5,1.0
Bedford-Stuyvesant,Windsor Terrace,17,Sunday,1,Spring,0.53,High,2,1.8
Harlem,Bedford-Stuyvesant,20,Friday,0,Spring,2.84,Medium,6,1.3
Tottenville,Tottenville,20,Wednesday,0,Winter,0.2,Medium,1,1.3
West Village,Upper West Side,7,Thursday,0,Spring,2.16,Medium,2,1.3
Bath Beach,Midwood,21,Wednesday,0,Spring,0.98,Low,3,1.0
Midwood,Sheepshead Bay,1,Sunday,1,Spring,2.52,Low,1,1.0
East Harlem,East Harlem,23,Friday,0,Spring,1.61,Low,1,1.0
Bedford-Stuyvesant,Clinton Hill,16,Friday,0,Winter,1.19,Medium,1,1.3
Bedford-Stuyvesant,Upper West Side,15,Thursday,0,Winter,1.31,Low,1,1.0
Bedford-Stuyvesant,Clinton Hill,12,Wednesday,0,Summer,2.14,Low,4,1.0
Hell's Kitchen,Park Slope,11,Monday,0,Spring,1.23,Low,3,1.0
Bedford-Stuyvesant,Clinton Hill,10,Wednesday,0,Winter,3.24,Medium,1,1.3
Inwood,Chelsea,4,Sunday,1,Summer,3.3,Low,1,1.0
West Village,Upper West Side,23,Wednesday,0,Summer,2.55,Low,2,1.0
Upper West Side,Hell's Kitchen,11,Wednesday,0,Winter,0.86,Low,1,1.0
Tottenville,Eltingville,23,Monday,0,Spring,16.76,Low,2,1.0
Harlem,East Village,18,Wednesday,0,Winter,2.36,High,1,1.8
East Harlem,Park Slope,23,Wednesday,0,Spring,1.37,Low,2,1.0
Clinton Hill,South Slope,13,Saturday,1,Spring,2.37,Low,6,1.0
Harlem,Bedford-Stuyvesant,14,Monday,0,Winter,2.02,Low,6,1.0
Williamsburg,West Village,14,Friday,0,Winter,2.16,Low,1,1.0
Bedford-Stuyvesant,Bedford-Stuyvesant,2,Wednesday,0,Summer,1.54,Low,3,1.0
Williamsburg,Upper West Side,12,Thursday,0,Summer,1.11,Low,2,1.0
Kensington,East Harlem,22,Monday,0,Spring,2.94,Low,1,1.0
Harlem,Harlem,14,Saturday,1,Winter,4.22,Low,2,1.0
East Harlem,Harlem,15,Saturday,1,Spring,1.71,Low,1,1.0
Bedford-Stuyvesant,Murray Hill,20,Friday,0,Summer,0.84,Medium,2,1.3
Bedford-Stuyvesant,Upper West Side,23,Sunday,1,Winter,7.97,Low,1,1.0
Inwood,Bedford-Stuyvesant,5,Wednesday,0,Summer,3.55,Low,1,1.0
East Harlem,Williamsburg,14,Sunday,1,Spring,2.99,Low,1,1.0
Harlem,Harlem,12,Monday,0,Winter,0.95,Low,1,1.0
Tottenville,Great Kills,10,Monday,0,Winter,25.64,Medium,1,1.3
Park Slope,East Harlem,21,Wednesday,0,Spring,2.42,Low,3,1.0
East Harlem,Inwood,7,Friday,0,Spring,1.2,Medium,1,1.3
West Village,Harlem,12,Thursday,0,Spring,3.13,Low,1,1.0
Inwood,Hell's Kitchen,20,Sunday,1,Winter,3.19,Medium,1,1.3
Clinton Hill,Upper West Side,8,Friday,0,Spring,1.94,High,1,1.8
Upper West Side,East Harlem,20,Tuesday,0,Spring,0.71,Medium,1,1.3
Midtown,Upper West Side,21,Monday,0,Spring,3.31,Low,2,1.0
Upper West Side,Murray Hill,9,Friday,0,Winter,2.07,High,1,1.8
Bedford-Stuyvesant,Bedford-Stuyvesant,10,Saturday,1,Winter,4.14,Medium,1,1.3
Harlem,South Slope,22,Thursday,0,Spring,9.28,Low,5,1.0
Williamsburg,Upper West Side,21,Wednesday,0,Spring,2.08,Low,2,1.0
Harlem,Chelsea,18,Thursday,0,Spring,2.1,High,1,1.8
Murray Hill,Harlem,14,Monday,0,Spring,1.45,Low,1,1.0
East Harlem,East Harlem,21,Wednesday,0,Spring,3.95,Low,2,1.0
South Slope,Harlem,8,Thursday,0,Spring,4.06,High,2,1.8
Harlem,East Harlem,15,Friday,0,Winter,2.28,Low,1,1.0
Upper West Side,Chelsea,16,Friday,0,Spring,0.4,Medium,1,1.3
Inwood,Clinton Hill,6,Thursday,0,Spring,1.25,Low,1,1.0
Chinatown,West Village,19,Friday,0,Spring,0.84,High,5,1.8
East Harlem,Upper West Side,18,Friday,0,Spring,3.97,High,2,1.8
East Harlem,Harlem,7,Wednesday,0,Spring,4.89,Medium,1,1.3
East Harlem,Park Slope,14,Saturday,1,Winter,5.1,Low,2,1.0
East Village,Harlem,22,Wednesday,0,Spring,2.9,Low,2,1.0
East Harlem,Murray Hill,17,Thursday,0,Summer,1.56,High,1,1.8
Upper West Side,Murray Hill,14,Thursday,0,Spring,1.54,Low,1,1.0
Greenpoint,Windsor Terrace,13,Wednesday,0,Spring,5.63,Low,1,1.0
East Harlem,Park Slope,19,Thursday,0,Spring,1.94,High,5,1.8
Clinton Hill,Upper West Side,11,Sunday,1,Spring,3.94,Low,1,1.0
South Slope,Harlem,17,Friday,0,Spring,6.57,High,2,1.8
Inwood,Fort Greene,23,Saturday,1,Spring,1.55,Low,1,1.0
Hell's Kitchen,Murray Hill,10,Sunday,1,Spring,1.14,Medium,1,1.3
Park Slope,Park Slope,22,Thursday,0,Spring,3.67,Low,1,1.0
Sheepshead Bay,Sheepshead Bay,12,Wednesday,0,Winter,2.54,Low,1,1.0
Murray Hill,Bedford-Stuyvesant,7,Wednesday,0,Spring,7.77,Medium,3,1.3
Bedford-Stuyvesant,Bedford-Stuyvesant,0,Wednesday,0,Spring,2.88,Low,1,1.0
Fort Greene,Fort Greene,14,Saturday,1,Winter,3.48,Low,1,1.0
South Slope,Hell's Kitchen,13,Thursday,0,Spring,0.15,Low,1,1.0
South Slope,East Harlem,11,Friday,0,Summer,3.04,Low,2,1.0
East Harlem,Williamsburg,11,Wednesday,0,Spring,2.2,Low,3,1.0
West Village,Greenpoint,10,Thursday,0,Spring,1.66,Medium,1,1.3
Upper West Side,Upper West Side,20,Friday,0,Summer,1.56,Medium,2,1.3
East Harlem,Upper West Side,9,Thursday,0,Winter,2.01,High,2,1.8
Bedford-Stuyvesant,East Harlem,9,Wednesday,0,Summer,3.43,High,3,1.8
Harlem,Upper West Side,10,Thursday,0,Spring,0.41,Medium,1,1.3
Upper West Side,Harlem,13,Tuesday,0,Winter,0.73,Low,1,1.0
Upper West Side,East Harlem,15,Monday,0,Winter,2.78,Low,3,1.0
Bedford-Stuyvesant,Fort Greene,20,Monday,0,Spring,2.64,Medium,1,1.3
Bedford-Stuyvesant,Harlem,10,Monday,0,Summer,2.22,Medium,3,1.3
Murray Hill,East Harlem,15,Saturday,1,Winter,0.16,Low,1,1.0
Upper West Side,Bedford-Stuyvesant,22,Saturday,1,Winter,2.96,Low,1,1.0
Fort Greene,East Harlem,10,Sunday,1,Spring,5.99,Medium,1,1.3
Fort Greene,South Slope,23,Thursday,0,Spring,8.96,Low,1,1.0
East Harlem,Chelsea,10,Thursday,0,Winter,6.18,Medium,1,1.3
East Harlem,South Slope,10,Thursday,0,Winter,2.56,Medium,1,1.3
Clinton Hill,West Village,12,Tuesday,0,Spring,3.27,Low,2,1.0
Upper West Side,Chelsea,15,Friday,0,Spring,3.52,Low,1,1.0
Park Slope,Upper West Side,20,Saturday,1,Spring,0.71,Medium,1,1.3
Kensington,Upper West Side,22,Thursday,0,Winter,4.45,Low,1,1.0
Upper West Side,Williamsburg,19,Monday,0,Spring,1.02,High,1,1.8
Bedford-Stuyvesant,Hell's Kitchen,23,Tuesday,0,Winter,13.76,Low,1,1.0
Fort Greene,Harlem,10,Thursday,0,Spring,1.26,Medium,5,1.3
Bayswater,Flatlands,9,Sunday,1,Summer,2.27,High,1,1.8
West Village,West Village,21,Wednesday,0,Spring,1.44,Low,1,1.0
Williamsburg,South Slope,1,Friday,0,Spring,3.45,Low,3,1.0
Midtown,Harlem,21,Friday,0,Spring,2.4,Low,5,1.0
Fort Greene,Midtown,6,Tuesday,0,Spring,1.27,Low,1,1.0
Harlem,Upper West Side,19,Sunday,1,Spring,2.97,High,4,1.8
Upper West Side,East Harlem,19,Saturday,1,Summer,1.09,High,1,1.8
West Village,Hell's Kitchen,21,Tuesday,0,Summer,0.28,Low,1,1.0
West Village,Harlem,18,Sunday,1,Spring,2.33,High,5,1.8
Inwood,Hell's Kitchen,18,Thursday,0,Winter,1.7,High,2,1.8
East Harlem,Park Slope,3,Friday,0,Spring,1.36,Low,1,1.0
Inwood,East Harlem,21,Friday,0,Spring,3.03,Low,1,1.0
Rosebank,Emerson Hill,11,Saturday,1,Winter,1.91,Low,1,1.0
Kensington,East Village,0,Friday,0,Spring,4.87,Low,1,1.0
Hell's Kitchen,Bedford-Stuyvesant,20,Monday,0,Summer,1.19,Medium,2,1.3
Harlem,Upper West Side,17,Saturday,1,Summer,0.82,High,5,1.8
East Harlem,Upper West Side,9,Wednesday,0,Spring,1.68,High,5,1.8
Bedford-Stuyvesant,Kensington,16,Saturday,1,Spring,3.15,Medium,1,1.3
Arverne,Concord,19,Monday,0,Winter,2.07,High,2,1.8
Harlem,Upper West Side,15,Tuesday,0,Spring,1.09,Low,2,1.0
West Village,West Village,5,Thursday,0,Summer,0.68,Low,1,1.0
Williamsburg,Hell's Kitchen,23,Friday,0,Spring,4.01,Low,1,1.0
East Harlem,Clinton Hill,18,Sunday,1,Winter,1.55,High,1,1.8
Harlem,Hell's Kitchen,18,Tuesday,0,Spring,3.73,High,1,1.8
East Harlem,Upper West Side,12,Friday,0,Spring,2.21,Low,1,1.0
Chinatown,Kensington,23,Friday,0,Spring,11.36,Low,1,1.0
Murray Hill,West Village,20,Thursday,0,Summer,0.98,Medium,1,1.3
